Status,IPAddress,Progress,Duration (in seconds),Finished,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,consent,gender,age,race,ethnicity,educ,marstat,employstat,income,pid7,ideo5,religion,ethnocentrism_1,ethnocentrism_2,ethnocentrism_3,ethnocentrism_4,ethnocentrism_5,monitor1,monitor2,monitor3,attention1,imm1,imm2,imm3,govtrust1,govtrust2,govtrust3,electiontrust1,electiontrust2,electiontrust3,votesconf1,votesconf2,attention2,vf_thoughts,vf_happens,vf_white_collar,vf_elect2020,attention3,vf_problem,vf_concern,vf_solutions,vf_solutions_9_TEXT,irr1,1_select1,2_select1,3_select1,4_select1,5_select1,6_select1,7_select1,8_select1,9_select1,10_select1,irr2,choice1_gender1,choice1_gender2,choice1_education1,choice1_education2,choice1_education3,choice1_country1,choice1_country2,choice1_country3,choice1_country4,choice1_country5,choice1_country6,choice1_englishprof1,choice1_englishprof2,choice1_conviction1,choice1_conviction2,choice1_citizen1,choice1_citizen2
IP Address,73.35.122.108,100,631,TRUE,R_3OlzeOJfELBHf4W,,,,,29.8237,-81.3241,anonymous,EN,1,28.655,28.655,30.27,1,"Yes, I consent",Female,65 or older,White,No,"Some college, no degree","Married, or in a domestic partnership",Employed part time (29 or less hours per week),"$60,000 - $69,999",Lean Republican,Conservative,Roman Catholic,99,86,85,96,74,About half the time,Poor,Once in a while,CORRECT,Kept the same as it is now,Increased a lot,Somewhat likely,A moderate amount,Run by a few big interests,A few,Completely accurately,A great deal,Rarely,Very confident,Very confident,CORRECT,"I am sure that it happens, but minimally. I feel that when I go to vote, everything is well vetted.",I think it is very minimal. At least I hope that it is minimal.,Yes,Somewhat,A lot,Somewhat,Only when there is concrete evidence of widespread voter fraud,Stricter voter identification requirements and verification,,Profile 1,Profile 1,Profile 2,Profile 1,Profile 2,Profile 2,Profile 2,Profile 2,Profile 2,Profile 1,Profile 2,Profile 2,Female,Male,Less than high school,Less than high school,Less than high school,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,Broken English,Broken English,Prior conviction (not voting related),No prior conviction,Yes,Yes
IP Address,50.30.210.30,100,413,TRUE,R_3s0SmrfkNr68DwR,,,,,30.6032,-96.3136,anonymous,EN,1,0.471,3.17,11.706,5,"Yes, I consent",Male,18 - 24,Asian,No,"Some college, no degree",Single (never married),Employed full time (30 or more hours per week),"Over $100,000",Lean Republican,Moderate,Hindu,86,83,84,91,90,Most of the time,Good,About half the time,CORRECT,Increased a little,Increased a lot,Somewhat likely,Somewhat,Run by a few big interests,A few,Very accurately,A great deal,Rarely,Very confident,Somewhat confident,CORRECT,"I think of people voting numerous times, and groups illegally voting on behalf of citizens.","I believe that most voter fraud occurs during the mail in ballot process, where a few groups attempt to illegally cast ballots on the behalf of some citizens.",Yes,A little,CORRECT,A little,Only in closely contested elections,Stricter voter identification requirements and verification,,Profile 2,Profile 2,Profile 2,Profile 1,Profile 1,Profile 1,Profile 2,Profile 2,Profile 1,Profile 2,Profile 2,Profile 2,Female,Male,High school diploma,Less than high school,Less than high school,Mexico,Mexico,Mexico,Mexico,Mexico,Mexico,Broken English,Broken English,No prior conviction,Prior conviction (not voting related),Yes,Yes
IP Address,107.116.185.97,100,636,TRUE,R_6HTAzq1JpS4HORb,,,,,32.8687,-96.8626,anonymous,EN,1,0.435,4.172,5.278,2,"Yes, I consent",Female,45 - 54,White,No,"Master's degree (e.g. MA, MS, MEd)","Married, or in a domestic partnership",Employed full time (30 or more hours per week),"Over $100,000",Not very strong Republican,Conservative,Protestant,100,100,100,100,100,Once in a while,Fair,Once in a while,CORRECT,Decreased a little,Increased a little,Somewhat unlikely,Somewhat,For the benefit of all people,About half,Very accurately,A moderate amount,Rarely,Very confident,Somewhat confident,CORRECT,Votes not be counted or people voting under an assumed identity.  ,Corrupt people overseeing it. ,Yes,A little,Somewhat,A little,Only when there is concrete evidence of widespread voter fraud,Non-partisan commissions that oversee elections,,Profile 1,Profile 1,Profile 1,Profile 2,Profile 2,Profile 1,Profile 1,Profile 2,Profile 2,Profile 1,Profile 2,Profile 2,Male,Female,Less than high school,Less than high school,Less than high school,Germany,Germany,Germany,Germany,Germany,Germany,Broken English,Broken English,Prior conviction (not voting related),No prior conviction,No,No
IP Address,71.63.164.210,100,630,TRUE,R_5DcPY0o9jYwSqPQ,,,,,45.6652,-122.5215,anonymous,EN,1,2.151,2.151,3.683,1,"Yes, I consent",Female,45 - 54,Asian,No,"Bachelor's degree (e.g. BA, BS)","Married, or in a domestic partnership",Employed part time (29 or less hours per week),"Over $100,000",Lean Republican,Conservative,Protestant,76,72,78,89,57,Once in a while,Fair,Once in a while,CORRECT,Kept the same as it is now,Kept the same as it is now,Somewhat unlikely,A moderate amount,Run by a few big interests,About half,Moderately accurately,A moderate amount,Rarely,Somewhat confident,Somewhat unconfident,CORRECT,I think its rare and a large significant amount of voter fraud has to happen in order to make any difference and it really depends on what district you are in,I'm not sure. i've not known any frauds and how its done,Yes,Not at all,CORRECT,A little,It's not a significant concern,Stricter voter identification requirements and verification,,Profile 1,Profile 1,Profile 1,Profile 2,Profile 2,Profile 2,Profile 1,Profile 1,Profile 1,Profile 1,Profile 1,Profile 2,Female,Male,College degree,Less than high school,High school diploma,China,China,China,China,China,China,Fluent English,Fluent English,No prior conviction,No prior conviction,Yes,Yes
IP Address,209.122.86.173,100,723,TRUE,R_5XIDLgtHmhzh5Jf,,,,,41.7057,-88.1946,anonymous,EN,1,2.28,2.28,3.019,1,"Yes, I consent",Male,18 - 24,White,No,"Bachelor's degree (e.g. BA, BS)",Single (never married),Employed part time (29 or less hours per week),"$80,000 - $89,999",Lean Democrat,Liberal,Protestant,85,90,85,90,80,Once in a while,Poor,Once in a while,CORRECT,Kept the same as it is now,Kept the same as it is now,Somewhat likely,A little,Run by a few big interests,About half,Very accurately,A lot,Rarely,Very confident,Somewhat confident,CORRECT,"When I think about voter fraud the first thing that comes to mind is the 2020 Presidential election, where Trump and republicans tried to claim mass voter fraud occurred resulting in Biden's victory, with little to no evidence.","I think voter fraud is very rare in an election, and I believe that can easily be backed up by statistics. Voter fraud could happen potentially by someone claiming to be someone else voting and slipping by the voting officials, or someone filling out someone else's absentee ballot.",Yes,Not at all,CORRECT,Not at all,Only when there is concrete evidence of widespread voter fraud,Incarcerate individuals guilty of committing voter fraud,,Profile 2,Profile 2,Profile 2,Profile 1,Profile 2,Profile 1,Profile 2,Profile 1,Profile 1,Profile 2,Profile 1,Profile 1,Female,Male,College degree,High school diploma,Less than high school,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,Fluent English,Fluent English,No prior conviction,Prior conviction (not voting related),No,No
IP Address,70.34.81.190,100,521,TRUE,R_3I6v0xszNbvj9O6,,,,,41.1462,-73.9966,anonymous,EN,1,0.965,2.966,3.767,3,"Yes, I consent",Male,35 - 44,White,No,"Master's degree (e.g. MA, MS, MEd)","Married, or in a domestic partnership",Employed full time (30 or more hours per week),"Over $100,000",Lean Republican,Moderate,Roman Catholic,50,50,50,50,50,Once in a while,Good,Once in a while,CORRECT,Increased a lot,Increased a lot,Somewhat likely,A little,Run by a few big interests,About half,Completely accurately,A lot,Rarely,Very confident,Very confident,CORRECT,I think it is a red herring.  I think it is more something that is meant to distract.  With the millions of votes out there I am sure there is some fradulence.  But I also feel it is at a level that is low enough where it does not make a difference.,"I think that people will either pretend to be someone they are not are find a way to vote more than once, although I think the former is probably more likely, such as a recently deceased relative or someone they know will not vote.",No,Not at all,CORRECT,Not at all,Only when there is concrete evidence of widespread voter fraud,Stricter voter identification requirements and verification,,Profile 2,Profile 1,Profile 1,Profile 2,Profile 1,Profile 1,Profile 2,Profile 1,Profile 1,Profile 2,Profile 1,Profile 2,Female,Female,College degree,High school diploma,College degree,USA,USA,USA,USA,USA,USA,fluent English,fluent English,No prior conviction,Prior conviction (not voting related),Yes,Yes
IP Address,71.232.215.179,100,720,TRUE,R_72EZqx3WfB0pmqH,,,,,42.2463,-70.9972,anonymous,EN,1,3.006,3.431,4.089,2,"Yes, I consent",Male,25 - 34,Asian,No,"Associate degree (e.g. AA, AS)",Single (never married),Employed part time (29 or less hours per week),"$50,000 - $59,999",Lean Republican,Conservative,Nothing in particular,75,30,35,90,75,Once in a while,Poor,Once in a while,CORRECT,Decreased a little,Increased a little,Somewhat unlikely,A moderate amount,Run by a few big interests,Most,Completely accurately,A lot,Rarely,Very confident,Somewhat confident,CORRECT,Ballots for a specific candidate being thrown away or destroyed.,I think about how someone would go vote and leave the polling place then come back with someone else's information and then voting again.,No,A little,CORRECT,A little,Only when there is concrete evidence of widespread voter fraud,Providing public access to election data,,Profile 1,Profile 1,Profile 1,Profile 1,Profile 1,Profile 2,Profile 2,Profile 1,Profile 2,Profile 2,Profile 1,Profile 1,Male,Female,Less than high school,College degree,Less than high school,Germany,Germany,Germany,Germany,Germany,Germany,Fluent English,Fluent English,Prior conviction (not voting related),Prior conviction (not voting related),Yes,Yes
IP Address,47.197.65.85,100,636,TRUE,R_3LbfbneupTpVkht,,,,,27.8116,-82.8014,anonymous,EN,1,1.897,1.897,2.585,1,"Yes, I consent",Male,18 - 24,White,No,"Bachelor's degree (e.g. BA, BS)",Single (never married),Employed full time (30 or more hours per week),"$40,000 - $49,999",Independent,Moderate,Agnostic,86,86,87,85,82,Once in a while,Fair,Once in a while,CORRECT,Decreased a lot,Increased a little,Somewhat unlikely,A little,Run by a few big interests,Most,Moderately accurately,A little,Occasionally,Somewhat confident,Somewhat unconfident,CORRECT,Voter fraud is a way to manipulate local elections to go in the favor of the part committing the rigging. This is often a by-product of corrupt officials getting a pay out greater than their salary. Why work for 20 years when you can be dirty and get paid all of it at once?,"People are corrupted on the inside based off 3 factors:

1. Susceptibility
2. Vulnerability
3. Degree of need

Finding someone with high susceptibility, vulnerability, and mass degree of need (oftentimes money), can often yield an outcome in which that person will do anything for that group/party. Ie: finding a govt worker/official that follows radical news, easy too fool, and needs money can be corrupted to break rules.

 ",Yes,A moderate amount,CORRECT,A moderate amount,Only when there is concrete evidence of widespread voter fraud,Other (please write):,Private NGOs with strict govt oversight.,Profile 2,Profile 2,Profile 2,Profile 1,Profile 2,Profile 1,Profile 1,Profile 1,Profile 2,Profile 1,Profile 1,Profile 1,Male,Female,High school diploma,High school diploma,College degree,Germany,Germany,Germany,Germany,Germany,Germany,Broken English,Broken English,Prior conviction (not voting related),No prior conviction,Yes,Yes
IP Address,104.169.188.101,100,905,TRUE,R_1prRiMRL9lrohDD,,,,,35.4351,-83.3602,anonymous,EN,1,2.991,2.991,3.921,1,"Yes, I consent",Female,35 - 44,White,No,"Bachelor's degree (e.g. BA, BS)","Married, or in a domestic partnership",Unemployed,"$20,000 - $29,999",Independent,Liberal,Agnostic,100,100,100,100,100,Never,Good,About half the time,CORRECT,Increased a lot,Decreased a lot,Extremely unlikely,A little,Run by a few big interests,A few,Very accurately,A great deal,Occasionally,Very confident,Very confident,CORRECT,People who don't respect democracy and want to control other people commit voter fraud.,"I am afraid of votes being ""lost"" or destroyed, or simply not counted for various reasons. ",Yes,A little,CORRECT,A little,Only when there is concrete evidence of widespread voter fraud,Providing public access to election data,,Profile 1,Profile 2,Profile 1,Profile 2,Profile 2,Profile 2,Profile 2,Profile 2,Profile 1,Profile 1,Profile 1,Profile 2,Male,Male,Less than high school,High school diploma,High school diploma,Mexico,Mexico,Mexico,Mexico,Mexico,Mexico,Broken English,Broken English,Prior conviction (not voting related),Prior conviction (not voting related),No,No
IP Address,72.189.46.230,100,613,TRUE,R_1zkEADC4EFQHarg,,,,,27.7125,-82.299,anonymous,EN,1,60.005,60.005,60.74,1,"Yes, I consent",Male,35 - 44,White,No,"Master's degree (e.g. MA, MS, MEd)","Married, or in a domestic partnership",Employed full time (30 or more hours per week),"Over $100,000",Lean Republican,Conservative,Roman Catholic,50,50,50,50,50,Never,Poor,Once in a while,Florida,Kept the same as it is now,Increased a little,Neither likely nor unlikely,A moderate amount,Run by a few big interests,Most,Very accurately,A lot,Occasionally,Somewhat confident,Neither confident or unconfident,CORRECT,"When voters double vote, vote in the wrong state, when mail in ballots are inappropriately harvested, or when ineligible voters vote.","Typically, rarely.  Though certain elections may have circumstances that increase the frequency.",No,A moderate amount,CORRECT,A little,Only in closely contested elections,Stricter voter identification requirements and verification,,Profile 2,Profile 1,Profile 2,Profile 2,Profile 2,Profile 1,Profile 2,Profile 2,Profile 1,Profile 2,Profile 1,Profile 1,Male,Female,Less than high school,High school diploma,High school diploma,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,Broken English,Broken English,Prior conviction (not voting related),Prior conviction (not voting related),Yes,Yes
IP Address,47.26.25.231,100,416,TRUE,R_1OHnaEizWRCSexr,,,,,43.004,-84.5693,anonymous,EN,1,3.558,3.558,4.3,1,"Yes, I consent",Female,35 - 44,White,No,"Bachelor's degree (e.g. BA, BS)","Married, or in a domestic partnership",Self-employed,"$20,000 - $29,999",Strong Democrat,Very Liberal,Atheist,50,90,90,90,90,Once in a while,Very Poor,Never,Michigan,Kept the same as it is now,Decreased a lot,Extremely unlikely,Not at all,Run by a few big interests,Most,Very accurately,A lot,Occasionally,Somewhat confident,Somewhat confident,CORRECT,I don't think it occurs nearly as often as people think it does; plus aren't there worse things than voting?,"I think maybe someone decides this person shouldn't be allowed to vote, or they're turned away, or maybe there's a mistake?",No,A little,A moderate amount,A little,It's not a significant concern,Educating voters about the voting process,,Profile 2,Profile 2,Profile 2,Profile 2,Profile 1,Profile 1,Profile 2,Profile 1,Profile 2,Profile 1,Profile 2,Profile 1,Male,Female,College degree,Less than high school,High school diploma,USA,USA,USA,USA,USA,USA,fluent English,fluent English,Prior conviction (not voting related),No prior conviction,Yes,Yes
IP Address,47.146.2.169,100,696,TRUE,R_55QuXzRnwE5jmnd,,,,,34.2347,-119.1894,anonymous,EN,1,3.234,3.234,4.399,1,"Yes, I consent",Male,55 - 64,White,No,"Bachelor's degree (e.g. BA, BS)",Single (never married),Unemployed,"$60,000 - $69,999",Independent,Moderate,Muslim,50,50,50,50,50,Never,Poor,Never,California,Kept the same as it is now,Increased a little,Neither likely nor unlikely,A little,Run by a few big interests,A few,Completely accurately,A great deal,Never,Very confident,Very confident,CORRECT,I think it is not as big a problem as some make it out to be and would not sway the elections one way or another,I think it is done by a very small numer of people that might fill out absentee ballots in some states that do not have systems in place to adequatley verify the ballots when they are recieved.,No,Not at all,A lot,Not at all,It's not a significant concern,Stricter voter identification requirements and verification,,Profile 2,Profile 1,Profile 1,Profile 1,Profile 1,Profile 1,Profile 2,Profile 1,Profile 1,Profile 2,Profile 2,Profile 1,Female,Male,High school diploma,Less than high school,High school diploma,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,Fluent English,Fluent English,Prior conviction (not voting related),Prior conviction (not voting related),Yes,Yes
IP Address,172.59.67.96,100,573,TRUE,R_7NVTOS872AboraO,,,,,30.2712,-81.7529,anonymous,EN,1,5.237,5.237,5.922,1,"Yes, I consent",Male,45 - 54,White,No,"Doctorate or professional degree (e.g. MD, DDS, PhD)","Married, or in a domestic partnership",Self-employed,"$50,000 - $59,999",Lean Democrat,Moderate,Other,58,50,61,51,75,Never,Poor,Once in a while,Florida,Decreased a little,Decreased a lot,Somewhat likely,A little,Run by a few big interests,Most,Very accurately,A moderate amount,Rarely,Somewhat confident,Somewhat confident,CORRECT,I do not think that is a major issue right now.,I think it happens in some quite rare occasions and is not widespread.,Yes,A little,A lot,A little,Only in closely contested elections,Stricter voter identification requirements and verification,,Profile 1,Profile 1,Profile 1,Profile 1,Profile 2,Profile 2,Profile 2,Profile 2,Profile 1,Profile 1,Profile 2,Profile 2,Male,Female,College degree,Less than high school,Less than high school,Mexico,Mexico,Mexico,Mexico,Mexico,Mexico,Broken English,Broken English,Prior conviction (not voting related),No prior conviction,Yes,Yes
IP Address,94.103.178.63,100,446,TRUE,R_3KJIwfp5BujNMoo,,,,,39.0469,-77.4903,anonymous,EN,0.899999976,2.313,2.313,3.15,1,"Yes, I consent",Female,25 - 34,White,No,"Bachelor's degree (e.g. BA, BS)","Married, or in a domestic partnership",Employed full time (30 or more hours per week),"Over $100,000",Not very strong Republican,Conservative,Protestant,100,49,30,39,37,Most of the time,Fair,Most of the time,CORRECT,Increased a little,Kept the same as it is now,Somewhat likely,Somewhat,Run by a few big interests,Most,Very accurately,A moderate amount,Fairly often,Somewhat confident,Somewhat confident,CORRECT,"When I think of voter fraud, I consider issues such as forged ballots, double voting, non-citizen voting, and election security concerns.  I also consider how infrequent it is in comparison to the claims made about it."," Ballot tampering, voter impersonation, and the submission of fake registrations are all forms of voting fraud.  It may also entail inappropriate absentee ballots or counting problems, but major fraud is unusual owing to election protections.",Yes,A moderate amount,CORRECT,Somewhat,Only when there is concrete evidence of widespread voter fraud,Incarcerate individuals guilty of committing voter fraud,,Profile 2,Profile 1,Profile 2,Profile 1,Profile 1,Profile 2,Profile 2,Profile 2,Profile 2,Profile 2,Profile 1,Profile 1,Female,Female,Less than high school,High school diploma,Less than high school,China,China,China,China,China,China,Broken English,Broken English,Prior conviction (not voting related),No prior conviction,No,No
IP Address,45.3.217.154,100,818,TRUE,R_7NUktDBoDXjDGAJ,,,,,28.0331,-81.9391,anonymous,EN,0.899999976,9.432,9.432,10.22,1,"Yes, I consent",Male,25 - 34,White,No,High school degree or equivalent (e.g. GED),"Married, or in a domestic partnership",Employed full time (30 or more hours per week),"$70,000 - $79,999",Lean Republican,Conservative,Agnostic,50,50,50,50,20,Once in a while,Poor,About half the time,CORRECT,Decreased a lot,Increased a little,Somewhat likely,Not at all,Run by a few big interests,Most,Very accurately,A little,Rarely,Somewhat unconfident,Unconfident,CORRECT,"I think its terrible, I cant believe we live in a free country where things like this are even possible to have happen.","I think it happens cause people cant stand the thought of what they want not being the actual outcome, and people are inherently childish and will do anything in their power to make sure they get what they want. ",Yes,A lot,CORRECT,A lot,"Always, even when there is no evidence",Stricter voter identification requirements and verification,,Profile 2,Profile 1,Profile 1,Profile 2,Profile 2,Profile 1,Profile 1,Profile 2,Profile 2,Profile 2,Profile 2,Profile 1,Male,Female,Less than high school,Less than high school,College degree,Syria,Syria,Syria,Syria,Syria,Syria,Broken English,Broken English,No prior conviction,Prior conviction (not voting related),Yes,Yes
IP Address,98.235.160.58,100,425,TRUE,R_3EzNfrUduNFY2j6,,,,,40.7911,-77.8592,anonymous,EN,1,2.474,2.474,3.69,1,"Yes, I consent",Male,65 or older,White,No,"Doctorate or professional degree (e.g. MD, DDS, PhD)","Married, or in a domestic partnership",Retired,"$30,000 - $39,999",Strong Democrat,Liberal,Atheist,50,50,50,50,50,Once in a while,Poor,Once in a while,Pennsylvania,Kept the same as it is now,Kept the same as it is now,Somewhat unlikely,A moderate amount,Run by a few big interests,A few,Completely accurately,A great deal,Rarely,Very confident,Very confident,CORRECT,"Republican lies, mostly.  ""Retail"" voter fraud would have very little effect on election results.",I don't think this is even close to being a significant problem.,Yes,Not at all,Not at all,Not at all,It's not a significant concern,Secure voting systems,,Profile 1,Profile 1,Profile 1,Profile 1,Profile 2,Profile 1,Profile 1,Profile 2,Profile 2,Profile 2,Profile 1,Profile 2,Female,Female,High school diploma,College degree,Less than high school,Mexico,Mexico,Mexico,Mexico,Mexico,Mexico,Broken English,Broken English,Prior conviction (not voting related),No prior conviction,Yes,Yes
IP Address,75.189.128.36,100,517,TRUE,R_5PjaW3tXbFKZm9S,,,,,35.7201,-79.1772,anonymous,EN,1,4.227,4.227,5.1,1,"Yes, I consent",Male,55 - 64,White,No,"Associate degree (e.g. AA, AS)","Married, or in a domestic partnership",Employed full time (30 or more hours per week),"Over $100,000",Independent,Moderate,Nothing in particular,96,96,95,96,96,Never,Poor,About half the time,CORRECT,Kept the same as it is now,Kept the same as it is now,Extremely unlikely,Not at all,Run by a few big interests,Most,Very accurately,A lot,Fairly often,Somewhat confident,Somewhat unconfident,CORRECT,I think voter frauf is mostly made up by Fox News I think that voter fruad rarley happens.,I think when it does happen it is people who are legal to vote are denied there rights.,Yes,Not at all,A lot,Not at all,Only in closely contested elections,Providing public access to election data,,Profile 1,Profile 1,Profile 1,Profile 1,Profile 2,Profile 1,Profile 1,Profile 2,Profile 1,Profile 1,Profile 2,Profile 2,Female,Female,Less than high school,College degree,Less than high school,China,China,China,China,China,China,Broken English,Broken English,Prior conviction (not voting related),No prior conviction,No,No
IP Address,173.216.206.48,100,585,TRUE,R_3SyRR14MtCS44Eh,,,,,36.3312,-92.3753,anonymous,EN,0.899999976,1.074,17.333,18.584,3,"Yes, I consent",Female,65 or older,White,No,"Some college, no degree","Married, or in a domestic partnership",Retired,"$40,000 - $49,999",Not very strong Democrat,Very Liberal,Other,65,93,86,90,90,Once in a while,Fair,About half the time,CORRECT,Kept the same as it is now,Decreased a little,Extremely unlikely,Not at all,Run by a few big interests,Most,Not at all accurately,A lot,Fairly often,Somewhat confident,Somewhat confident,CORRECT,Mayor Daily as I grew up in Chicago. Lots of voter fraud happened during his time in office.,I think voter fraud is the least of our concerns regarding elections and it’s mostly proven to be done by the right.,Yes,Not at all,CORRECT,A little,It's not a significant concern,Non-partisan commissions that oversee elections,,Profile 1,Profile 2,Profile 2,Profile 1,Profile 2,Profile 2,Profile 2,Profile 2,Profile 2,Profile 1,Profile 2,Profile 2,Female,Female,Less than high school,Less than high school,High school diploma,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,Fluent English,Fluent English,Prior conviction (not voting related),Prior conviction (not voting related),Yes,Yes
IP Address,71.175.105.110,100,448,TRUE,R_5XmMhQB91WxUq5z,,,,,40.2104,-74.8278,anonymous,EN,1,0.637,2.367,3.211,4,"Yes, I consent",Female,45 - 54,White,No,"Bachelor's degree (e.g. BA, BS)","Married, or in a domestic partnership",Employed full time (30 or more hours per week),"Over $100,000",Independent,Moderate,Jewish,72,73,71,72,72,Never,Poor,About half the time,CORRECT,Decreased a lot,Increased a lot,Somewhat unlikely,A little,Run by a few big interests,Most,Very accurately,A moderate amount,Occasionally,Very confident,Somewhat confident,CORRECT,"people without citizenship, people voting more than once","voting without a government ID, not checking if the person already voted",Yes,Not at all,CORRECT,A little,Only when there is concrete evidence of widespread voter fraud,Stricter voter identification requirements and verification,,Profile 2,Profile 2,Profile 2,Profile 1,Profile 2,Profile 1,Profile 1,Profile 2,Profile 1,Profile 2,Profile 1,Profile 1,Female,Male,College degree,High school diploma,High school diploma,Syria,Syria,Syria,Syria,Syria,Syria,Broken English,Broken English,No prior conviction,Prior conviction (not voting related),No,No
IP Address,136.60.6.3,100,679,TRUE,R_6FI4swBSsav6ITf,,,,,30.3414,-97.7312,anonymous,EN,1,2.945,2.945,4.011,1,"Yes, I consent",Female,45 - 54,White,No,"Bachelor's degree (e.g. BA, BS)","Married, or in a domestic partnership",Employed full time (30 or more hours per week),"Over $100,000",Strong Republican,Very Conservative,Atheist,50,50,50,50,21,Once in a while,Very Poor,Once in a while,CORRECT,Decreased a lot,Increased a lot,Extremely likely,Not at all,Run by a few big interests,All,Moderately accurately,Not at all,Rarely,Unconfident,Unconfident,CORRECT,I think about people in my area pretending to be ill to vote by mail and rig the vote,I'm sure it does because I've seen people discuss it on an email list,Yes,A lot,Somewhat,A lot,"Always, even when there is no evidence",Stricter voter identification requirements and verification,,Profile 2,Profile 2,Profile 2,Profile 2,Profile 2,Profile 1,Profile 1,Profile 2,Profile 2,Profile 1,Profile 2,Profile 1,Male,Male,Less than high school,College degree,Less than high school,USA,USA,USA,USA,USA,USA,fluent English,fluent English,No prior conviction,No prior conviction,Yes,Yes
IP Address,184.101.76.196,100,710,TRUE,R_1duyhreSzcVzmWs,,,,,33.508,-112.0995,anonymous,EN,1,2.193,13.086,14.168,11,"Yes, I consent",Male,35 - 44,White,No,"Bachelor's degree (e.g. BA, BS)",Single (never married),Employed full time (30 or more hours per week),"$70,000 - $79,999",Lean Democrat,Moderate,Agnostic,62,57,60,50,54,About half the time,Fair,Once in a while,CORRECT,Decreased a little,Kept the same as it is now,Neither likely nor unlikely,A little,Run by a few big interests,About half,Moderately accurately,A little,Rarely,Somewhat unconfident,Somewhat unconfident,CORRECT,I feel like it would be easy to manipulate the count if someone wanted to or was paid to.,"I think that counts can be manipulated, they probably do it behind closed doors as well. Sometimes when they do a re-count, it is way off from the original amount.",Yes,Somewhat,CORRECT,A little,Only in closely contested elections,Incarcerate individuals guilty of committing voter fraud,,Profile 1,Profile 1,Profile 2,Profile 1,Profile 1,Profile 2,Profile 2,Profile 2,Profile 1,Profile 1,Profile 2,Profile 2,Female,Female,High school diploma,College degree,Less than high school,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,Broken English,Broken English,Prior conviction (not voting related),No prior conviction,No,No
IP Address,99.131.48.114,100,648,TRUE,R_6PN7mUzpdzPGXKp,,,,,35.7633,-78.71,anonymous,EN,1,3.876,3.876,4.902,1,"Yes, I consent",Female,65 or older,White,No,"Bachelor's degree (e.g. BA, BS)",Widowed,Self-employed,"$20,000 - $29,999",Strong Democrat,Liberal,Nothing in particular,91,91,91,91,91,Once in a while,Fair,Once in a while,CORRECT,Kept the same as it is now,Kept the same as it is now,Somewhat unlikely,A little,Run by a few big interests,A few,Very accurately,A lot,Rarely,Somewhat confident,Somewhat confident,CORRECT,I think about people who are ineligible  intentionally defrauding the voting system,"I have no idea how voter fraud happens, I have not thought about it",Yes,Not at all,CORRECT,A little,It's not a significant concern,Secure voting systems,,Profile 2,Profile 2,Profile 1,Profile 2,Profile 1,Profile 2,Profile 2,Profile 1,Profile 1,Profile 2,Profile 2,Profile 2,Male,Male,College degree,High school diploma,High school diploma,USA,USA,USA,USA,USA,USA,fluent English,fluent English,No prior conviction,No prior conviction,Yes,Yes
IP Address,107.180.165.56,100,669,TRUE,R_5BeNymFgLz5x3Mt,,,,,37.751,-97.822,anonymous,EN,1,1.872,1.872,2.839,1,"Yes, I consent",Male,45 - 54,White,No,"Bachelor's degree (e.g. BA, BS)","Married, or in a domestic partnership",Employed part time (29 or less hours per week),"$30,000 - $39,999",Strong Republican,Conservative,Roman Catholic,97,57,16,23,28,Most of the time,Good,Most of the time,CORRECT,Decreased a little,Decreased a little,Somewhat likely,Somewhat,For the benefit of all people,About half,Completely accurately,A great deal,Very often,Very confident,Very confident,CORRECT,"I think about intentional manipulation, where individuals intentionally break election laws to influence results. It undermines the trust and integrity of the democratic process, creating distrust in the system.","I think voter fraud can occur when people vote multiple times, vote under fake identities, or exploit loose registration systems. It can also occur when there are discrepancies in absentee or mail-in voting processes. Loose verification systems or intimidation of voters might also enable it without being caught.",No,Somewhat,CORRECT,A moderate amount,Only in closely contested elections,Educating voters about the voting process,,Profile 1,Profile 1,Profile 2,Profile 1,Profile 1,Profile 2,Profile 1,Profile 1,Profile 1,Profile 1,Profile 1,Profile 2,Female,Female,College degree,Less than high school,College degree,China,China,China,China,China,China,Broken English,Broken English,No prior conviction,No prior conviction,Yes,Yes
