"Duration..in.seconds.","Finished","consent","state","gender","age","pid7","employment_status","employment_type","income","educ","ideo5","race","race_commitment","citizenship","american_commitment","other_commitment","expert_mistrust1","expert_mistrust2","attention_check1","authoritarianism1","authoritarianism2","authoritarianism3","authoritarianism4","ethnocentrism_1","ethnocentrism_2","ethnocentrism_3","ethnocentrism_4","ethnocentrism_5","ethnocentrism_6","stereotype_lazy_1","stereotype_lazy_2","stereotype_lazy_3","stereotype_lazy_4","stereotype_lazy_5","stereotype_lazy_6","stereotype_violent_1","stereotype_violent_2","stereotype_violent_3","stereotype_violent_4","stereotype_violent_5","stereotype_violent_6","stereotype_unintelli_1","stereotype_unintelli_2","stereotype_unintelli_3","stereotype_unintelli_4","stereotype_unintelli_5","stereotype_unintelli_6","egalitarianism1","egalitarianism2","egalitarianism3","attention_check2","monitor1","monitor2","monitor3","anti.elitism1","anti.elitism2","anti.elitism3","attention_check3","mcheck_open","mcheck_closed","persuasion_check","threat_check","diversity1","diversity2","diversity3","diversity4","diversity5","diversity6","MC_cultural1","MC_cultural2","MC_cultural3","MC_cultural4","MC_social1","MC_social2","MC_social3","MC_social4","MC_diversitycons1","MC_diversitycons2","MC_diversitycons3","MC_diversitycons4","MC_equity1","MC_equity2","MC_equity3","MC_equity4","open_ended","respondent_reaction","exp_condition"
1213,1,1,11,0,1,4,5,NA,4,3,1,3,5,1,2,NA,2,3,72,0,0,0,0,90,90,100,20,100,90,1,1,1,3,2,1,2,2,2,6,1,3,1,1,1,2,1,2,1,1,1,1,1,2,3,4,4,5,5,"I read about Adele penguins which were named after the discoverer's wife. They are mostly black with white feathers on their bellies and they have very unique eyes with a white ring enclosing their irises.",4,4,1,1,1,1,1,4,4,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,"This has been my experience for most of my life so I am definitely in favor of it because I think there's something special about being in community with those who are highly similar to you. I also believe that engaging with those who are different than you is important but I don't think there's anything wrong with spending most of your time with similar gender, ethnic, and racial groups.","I didn't have much of a reaction, it seemed like I was reading a scientific article for a class.","Control"
1590,1,1,4,0,3,4,2,0,3,6,2,3,1,1,1,NA,1,4,53,1,1,1,1,30,30,100,100,30,100,3,5,7,7,5,7,3,5,7,7,5,7,1,1,1,1,3,1,1,1,1,1,5,5,2,5,5,2,5,"we cannot happen to ignore the issue of racial diversification.
if you feel that your racial class is very important you may go live in your ethno-specific groupings away from our society",3,5,3,5,1,5,1,1,1,5,5,5,5,4,4,1,1,1,5,1,1,1,1,1,1,"","","TreatmentB-HardSell"
2931,1,1,45,1,1,5,1,1,5,5,4,3,2,1,4,NA,2,4,72,1,1,1,1,50,60,90,70,60,50,5,5,6,5,5,7,3,3,5,3,3,2,2,3,2,3,3,3,4,4,1,1,2,3,2,4,4,4,5,"Racial diversity promotes equality and fairer society. Policies addressing group inequality are more effective when recognizing the skill different racial groups contribute. Immigration drives continued diversity embracing different lifestyle, offer opportunities for learning and cultural enrichment.",3,4,1,2,2,2,2,2,4,2,2,2,2,2,2,2,2,4,4,4,4,3,3,3,3,"","","TreatmentC-ProDiversity"
404,1,1,45,1,4,6,1,1,5,5,4,4,3,1,4,NA,2,4,72,0,1,0,1,50,70,20,90,100,60,3,2,6,3,4,2,3,1,6,3,2,2,4,1,6,3,5,5,4,4,4,1,2,4,3,5,4,2,5,"A French scientist discovered a specific type of Penguin that he named after his wife. They look similar to the character Rangu. ",4,2,1,1,1,1,4,5,5,1,2,3,2,5,5,2,2,5,3,5,4,1,1,1,5,"I'm fine as long as everyone is a law-abiding, hardworking citizen with respect for the country they choose to reside in. ","","Control"
1238,1,1,45,0,4,4,4,1,1,5,2,3,2,1,2,NA,2,3,72,0,0,0,0,50,80,80,70,80,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,4,3,4,"Racial groups have biological differences and should be separate. There is no point in trying to make things equal.",2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,4,"I don't mind. I guess many people feel comfortable this way.","Eugenics popped into my head and it scared me a little. The current administration might be somewhat successful in bringing segregation back.","TreatmentB-HardSell"
2113,1,1,15,0,3,1,3,NA,2,3,1,3,5,1,5,NA,3,5,72,1,1,0,0,0,50,100,100,50,0,1,1,4,4,1,1,7,7,4,4,7,7,1,1,3,3,5,1,1,1,1,1,1,4,1,5,5,5,5,"The key points of what I just read is racial diversity being a failed experiment. Pretty much saying immigration is the problem.",2,2,1,1,1,1,1,1,2,2,1,3,1,2,2,2,4,2,5,3,5,4,2,3,2,"It does not bother me at all. I am nice to you and show you respect so I expect the same.","I felt that immigrants are not the problem it is Americans being racist against black and white people.","TreatmentB-HardSell"
455,1,1,46,0,2,3,1,1,4,5,2,2,4,1,4,NA,1,4,72,0,0,0,0,90,100,100,100,100,90,2,1,1,1,1,2,3,1,2,3,1,2,1,1,1,1,1,1,3,2,1,1,3,2,2,2,4,2,5,"A summary of what I read is that we need a discussion about races and whether it is a good idea to push it to be more important or not. ",2,3,3,1,1,1,1,3,1,1,1,2,1,2,1,1,2,1,1,2,3,1,1,2,1,"I think the idea of living in a community where most people share similar racial back ground is completely fine, as long as it is not harmful.","I thought it was interesting","TreatmentB-HardSell"
948,1,1,3,0,4,3,1,1,5,5,3,7,2,1,3,NA,2,5,72,0,0,0,0,40,80,90,50,70,30,3,2,4,5,5,4,6,3,4,6,5,7,3,2,4,4,5,5,1,5,1,1,3,4,3,4,5,4,5,"It was about how diversity has led to more equality. That different racial groups can bring different skills and experiences. And that we are all better off in more inclusivity based country. ",3,4,1,1,1,1,1,1,2,2,1,4,2,2,1,1,2,2,4,1,2,4,3,4,2,"I currently live in such a community. The population is overwhelmingly Caucasian with very few minorities. In the past I’ve always lived in big cities with much diversity.   For me, I don’t mind it. I don’t care what ethnicity or color people are, so long as they are decent law abiding citizens. ","I agreed with most of it. We do need more diversity in our country and world in general. ","TreatmentC-ProDiversity"
1723,1,1,10,1,2,5,1,1,4,5,4,3,4,1,4,NA,4,4,72,1,1,0,1,50,90,90,90,90,90,3,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,4,1,1,2,2,2,2,4,2,5,"The passage argues that racial diversity promotes a fairer and more equal society by valuing the unique skills and perspectives different groups contribute. It states that policies addressing group inequalities are most effective when they recognize these diverse strengths. The text emphasizes that diversity is increasing through immigration, and avoiding discussions about it limits opportunities to learn from and reconcile different lifestyles. It concludes by asserting that cultural enrichment from diverse groups benefits everyone, and an inclusive society that protects all ways of life leads to better outcomes for all.",4,4,1,2,2,2,2,2,4,2,4,4,2,2,2,2,2,4,4,2,2,2,2,2,1,"Living in a racially homogeneous community can offer both comforts and limitations, depending on one's values and experiences. On one hand, shared cultural traditions, familiar social norms, and a sense of collective identity might foster deeper connections and reduce intercultural friction. Many find solace in spaces where their heritage is the unspoken default, free from constant translation of customs or defense of their lived experience.

Yet homogeneity also carries subtle costs. Without exposure to difference, perspectives can narrow invisibly - like only ever reading one genre of literature. The absence of racial diversity often correlates with fewer challenges to assumptions, less innovation from clashing viewpoints, and sometimes an unexamined fragility when difference eventually appears. Even in harmonious communities, homogeneity risks mistaking ""the way things are"" for ""the way things must be.""

Personally, while I understand the appeal of cultural continuity in homogeneous spaces, I believe the richest communities intentionally cultivate both roots and reach - preserving traditions while creating bridges. The most vibrant neighborhoods I've experienced aren't those where diversity is merely tolerated, but where distinct cultural threads actively inform and transform one another. That said, this ideal requires deliberate effort to address power imbalances that mere coexistence often masks. 

The deeper question may be what we expect from community - insulation from difference or engagement with it? There's no universal answer, but our choices shape both our growth and our blind spots.","The commentary struck me as an earnest endorsement of diversity that, while well-intentioned, glosses over complexities in its optimism. Its core argument—that racial diversity inherently creates fairness—feels more aspirational than proven, conflating demographic variety with equitable outcomes. I found myself nodding at the celebration of cultural exchange but questioning the implied causality: do diverse skills automatically lead to more equal societies, or does that require deliberate structural change? The immigration-driven growth of diversity presented as an inevitable good also seems to sidestep legitimate discussions about integration challenges or resource allocation.

What lingered most was the tension between its utopian vision (""everyone is better off"") and the reality that inclusion often demands uncomfortable concessions from all parties. The commentary would benefit from acknowledging that reconciling lifestyles isn't always harmonious—it's messy work requiring power-sharing, not just appreciation of differences. That said, its heart is in the right place: a world where difference isn't merely tolerated but valued remains worth pursuing, even if the path is rougher than the text suggests.","TreatmentC-ProDiversity"
1182,1,1,33,0,2,2,1,1,6,6,2,2,3,1,5,NA,2,4,72,1,1,0,0,10,90,20,50,70,50,4,1,7,3,4,1,2,1,7,4,2,2,3,1,7,4,4,2,4,4,3,1,3,3,2,5,3,4,5,"The Adelie penguins are the smallest species of penguins and have very unique eyes.",4,2,1,2,2,2,2,3,2,2,4,4,2,2,2,3,2,2,4,2,2,4,4,4,4,"It makes me feel much more comfortable.","","Control"
691,1,1,5,1,1,2,2,0,4,4,2,3,2,1,3,NA,2,2,72,0,1,0,0,70,90,90,70,90,80,2,1,1,2,3,1,2,1,5,3,1,2,3,1,2,2,3,2,2,3,1,1,2,2,2,2,4,4,5,"Racial diversity is bad because cultures shouldn't mix. There are biological differences between the races.",2,1,3,2,1,2,1,2,3,3,2,4,3,3,1,2,2,1,2,2,3,1,1,1,1,"","","TreatmentB-HardSell"
1353,1,1,10,0,2,4,7,NA,7,5,2,3,5,1,1,NA,3,4,72,1,1,0,1,70,80,80,70,80,80,1,1,1,6,1,1,5,5,5,7,5,5,2,2,2,3,2,2,1,2,1,1,2,3,2,5,4,4,5,"I missed it",1,2,2,3,1,1,1,4,1,1,1,2,1,2,1,1,2,1,5,2,2,1,1,1,1,"","","TreatmentC-ProDiversity"
499,1,1,23,0,3,1,7,1,2,4,1,2,4,0,NA,2,2,3,72,0,0,0,0,80,90,80,40,90,100,1,1,1,5,1,1,1,1,1,7,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,4,5,5,"Diversity and pushing for equality is bad, outsiders are bad, we should keep to our own in groups.",1,1,3,1,1,1,1,2,2,2,1,3,1,1,1,2,1,4,1,2,2,1,1,1,1,"well it depends on if i'm one of them, doesn't it? if i stick out then that's uncomfortable. if i'm not then the opposite.","disgust, unease, hatred towards whoever wrote it","TreatmentA-SoftSell"
1019,1,1,11,0,2,3,1,1,3,5,3,3,4,1,1,NA,1,4,72,1,1,1,1,50,70,100,40,90,60,6,6,7,5,7,7,4,1,3,5,2,3,1,1,1,1,1,1,2,1,1,1,1,2,1,5,5,5,5,"Pretty much they believe in segregation and everyone should tend to to their own culture and way of life and not intermingle. ",2,1,1,1,2,1,1,4,2,1,1,1,1,2,1,1,2,1,1,3,3,2,2,2,2,"I feel comfortable living in a community with people with similar racial backgrounds, as long as they don't try to make me feel uncomfortable.","I was a little shocked but not surprised.","TreatmentB-HardSell"
455,1,1,23,1,2,7,2,1,6,5,4,2,2,1,3,NA,3,3,72,0,0,0,0,50,60,60,50,60,60,4,4,4,4,4,4,5,5,4,6,4,4,5,5,4,4,4,4,3,3,4,1,3,3,2,3,2,2,5,"A group of pengiuns were found on an island, named after the founders wife, Adele. They have a unique black and white eye color form that identifies them. ",4,3,1,4,4,3,3,2,3,4,3,3,3,4,2,3,4,4,2,3,3,3,2,4,2,"","","Control"
766,1,1,45,0,1,7,1,1,6,2,5,3,3,1,5,NA,2,2,72,1,1,1,0,70,70,70,60,70,90,2,2,3,2,3,2,6,3,6,6,5,6,2,2,3,2,3,2,2,2,2,1,5,4,5,2,3,4,5,"Diversity will continue to grow larger as immigrants continue to immigrate. Politicians fail to help with the issues of diversity. It is important for those of the same culture/diversity to stick together as they have common things and can relate to one another.",1,3,1,2,2,1,2,3,2,2,2,2,3,4,3,2,3,4,3,4,4,2,3,2,2,"I think there are both pros and cons. A pro being people tend to feel more comfortable when surrounded by those who look like them and are more similar within cultures. A con is that it keeps all races separated and it leaves very little room to be connected to others.","I felt like it was personal and heavy questions. I had to think very carefully for every question","TreatmentA-SoftSell"
790,1,1,36,0,4,4,2,NA,2,2,4,3,3,1,3,NA,1,2,72,1,1,1,0,10,30,10,20,30,10,2,4,5,4,4,1,7,2,7,6,3,6,4,3,4,3,4,5,1,1,1,1,2,5,2,5,5,4,5,"Diversity calls for equality so that everyone can experience a valuable way of life. This is needed in our society for equality for all.",3,2,1,1,1,2,2,2,5,2,1,2,1,2,1,1,3,5,5,1,4,4,5,2,3,"I think there will be less clashing over cultural and racial issues, although regular personal conflicts will still exist.","We should strive for equality among all cultures. This would be ideal, but where we are as a nation, very far fetched.","TreatmentC-ProDiversity"
899,1,1,5,0,2,3,2,1,3,5,3,2,3,0,NA,3,3,2,72,0,1,0,0,50,90,30,70,50,80,3,2,5,4,4,2,5,2,6,5,2,5,4,3,5,4,4,4,4,4,4,2,2,3,2,5,4,2,4,"people are focusing on equality for everyone that they ignore biological differences of different races. the article says we must acknowledge the innate differences in different people and know that immigrants replace people already there.",2,1,3,2,2,2,1,3,4,4,2,4,4,2,3,2,2,3,2,2,1,3,3,4,4,"i think most people live in communities where the people are of similar backgrounds. i dont think it is wrong to seek out community where the language and food are the ones you grew up with.","i dont think people are biologically different at birth according to race per say but the cultural differences which you grow up with shape who you are. some cultures value respect and education and others value other things.","TreatmentB-HardSell"
3136,1,1,5,1,4,7,2,0,4,5,5,7,5,1,5,NA,3,5,72,1,1,1,1,100,100,100,100,100,100,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,1,3,2,3,4,2,5,"policies are mostly meant to address rising issues and not making them worse. Due to immigration, ",2,4,3,1,2,1,2,3,3,3,2,3,1,2,1,1,1,1,1,2,1,1,2,1,5,"I think it will be a good idea if people from different background are treated equally and fairly.","I was a worried about the effect that will come with racial diversity.","TreatmentB-HardSell"
1009,1,1,33,1,2,7,2,NA,3,6,5,3,4,1,5,NA,3,3,72,1,1,1,1,40,40,70,10,60,40,3,3,2,3,3,3,6,5,2,3,3,3,5,5,2,3,3,3,3,3,2,1,3,3,3,3,3,3,5,"The commentary argues that diversity leads to inequality and cultural conflict, made worse by misguided policies. It claims people should live separately to preserve their own way of life and that honest discussion is often silenced by accusations of racism.",1,1,3,3,2,2,2,2,3,2,3,3,3,3,3,1,3,3,3,3,3,1,2,1,2,"","","TreatmentA-SoftSell"
2130,1,1,45,1,2,3,1,0,5,5,2,4,4,1,2,NA,2,2,72,1,1,0,0,80,90,70,70,90,70,2,2,5,4,3,4,4,4,4,5,4,4,2,2,2,2,2,2,3,2,2,1,2,3,2,5,4,4,1,"The increased perceived indifferences of minority groups and their capabilities being underestimated by the general population ",3,3,1,1,1,1,1,3,4,2,1,2,3,3,2,1,2,4,3,4,3,4,5,2,5,"It help foster culture and bring people of similar racial backgrounds together. It may also bring pre-existing conflicts however","Neutral","TreatmentA-SoftSell"
1911,1,1,45,1,2,1,1,1,5,6,2,3,4,1,4,NA,3,5,72,0,0,0,0,100,100,100,100,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,4,4,5,"The commentary highlights that racial diversity has led to a fairer and a more equal society for everyone. It also suggests that diversity will continue to grow because of immigration and that diverse racial groups bring together a variety of different skills and perspectives. It continues to emphasize that diversity enriches our culture. ",3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"I feel that living in a community where most people share similar racial backgrounds can be limiting especially in terms of learning from other people's perspectives and ideas, and embracing differences that enrich a community.","As a person who values diversion, I found the commentary empowering. It gives hope of a equal society for everyone.","TreatmentC-ProDiversity"
765,1,1,37,1,3,4,2,1,4,5,3,7,3,1,3,NA,3,3,72,1,1,1,1,50,50,50,50,50,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,4,4,4,4,3,3,5,"Adélie penguins were discovered in 1840 by French explorer Jules Dumont d’Urville, who named them after his wife. They are the smallest penguin species in Antarctica, measuring about 70 cm tall and weighing between 3 to 8 kg. These penguins are mostly black with white bellies and have distinctive white rings around their eyes. Their unique eye markings make them resemble the cartoon character Pingu.",4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"","","Control"
575,1,1,5,0,3,4,1,1,6,5,3,4,3,1,3,NA,2,5,72,0,0,0,0,50,50,50,50,50,50,3,3,4,4,4,2,4,2,4,4,4,4,4,4,4,4,4,4,2,2,3,1,2,2,2,5,5,4,5,"it focused on diversity and peoples stances. ",3,3,1,1,3,1,1,2,1,4,1,2,3,1,3,1,1,2,2,2,1,3,3,3,1,"It's not unusual","no reaction","TreatmentB-HardSell"
1102,1,1,21,1,3,2,1,1,3,4,3,3,4,1,4,NA,2,5,61,0,1,1,1,30,40,60,30,40,20,4,7,7,4,7,4,7,7,4,4,4,7,7,4,4,4,4,7,4,3,2,1,2,4,3,2,4,3,5,"That everyone is created equal ",1,3,2,2,2,2,2,3,3,3,3,3,3,3,2,3,3,4,3,3,3,2,3,2,3,"It would be great ","Good","TreatmentB-HardSell"
1722,1,1,34,0,4,2,2,0,1,2,2,3,4,1,4,NA,3,3,72,1,1,1,1,0,10,70,10,30,0,3,2,5,1,3,4,2,3,4,1,4,1,3,6,4,6,5,2,2,1,1,1,2,3,1,4,4,5,5,"Diversity and racism is taking a toll on society and America would be better off if everyone was treated equally",3,2,2,2,3,3,2,2,3,2,2,3,3,2,3,2,3,2,3,2,5,3,4,3,4,"","","TreatmentB-HardSell"
602,1,1,38,1,4,3,1,1,6,5,2,2,1,1,3,NA,1,2,72,0,0,0,0,90,90,90,90,90,90,2,2,3,3,3,2,1,1,1,1,1,1,2,2,2,2,2,2,3,2,1,1,1,2,1,5,4,5,5,"DEI policies could deal more unfairness than without.",3,3,1,1,1,1,1,2,2,1,1,3,1,3,2,1,2,2,2,1,1,1,1,1,1,"","","TreatmentA-SoftSell"
1310,1,1,45,1,4,1,1,1,3,2,1,4,4,1,4,NA,1,1,72,0,0,0,0,100,100,100,100,100,100,2,1,2,2,2,1,2,1,2,2,1,1,3,1,3,2,3,3,1,5,2,1,1,2,2,5,5,4,5,"Some groups weaken our culture and are better off living in their own communities. This is cause by immigration.",1,3,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,"I would rather prefer a more diverse community. There is so much to learn from different cultures. I think living in such community will be lacking opportunities to grow and learn from others.","Confuse. How you can think of living in a lack of diversity community will be ideal.","TreatmentA-SoftSell"
1112,1,1,11,0,5,1,1,1,5,5,2,3,4,1,3,NA,3,4,72,0,0,0,0,50,20,90,70,90,50,4,1,2,4,3,3,4,1,1,1,1,4,2,1,2,2,2,3,2,2,1,1,1,4,2,1,3,2,4,"This was a basic overview of how people feel about race and demographics. ",3,1,1,1,1,1,1,2,1,1,1,1,3,1,3,1,2,1,5,1,2,3,3,3,3,"I've never wanted to live in a community where everyone looked like me. I think the services and educational offerings are much different than if they were diverse. My children attended mostly white schools and even though it was a burden for me because of those within the community and school system who were hateful and racist, my kids still had successful educational experiences, along with full scholarships throughout. Diversity in communities make a big difference in the quality of life of families.","I didn't have much of a reaction with so much of the media expressing similar and some outrageous, takes on race, diversity and how it translates right now and in the future of our country.","TreatmentB-HardSell"
1001,1,1,33,0,2,7,1,1,6,6,5,3,5,1,5,NA,3,4,72,1,1,1,1,20,30,100,100,90,80,3,3,1,1,3,1,5,5,3,1,3,1,3,3,2,1,2,2,4,5,2,1,3,5,4,4,3,1,5,"What I just read was an article focused on racial diversity and the benefits it has on the society at large. In the article it clearly states that everyone is better off living in an inclusive society that protects all ways of life and I agree with that to a very large extent.",3,5,1,2,2,2,1,4,3,1,4,5,3,3,1,4,1,4,4,1,1,2,4,3,4,"I feel very happy because it gives everyone access to numerous opportunities and a better life in general.","I felt so glad because it talked about the relevance of diversity.","TreatmentC-ProDiversity"
786,1,1,6,1,3,1,1,1,4,6,1,2,3,1,3,NA,2,4,72,0,0,0,0,90,90,90,90,90,90,2,2,2,2,3,1,4,3,4,5,3,4,2,2,2,3,3,2,1,1,2,1,2,2,2,4,4,5,5,"There are different types of penguin breeds that have distinct characteristics. Pingu the cartoon penguin is modeled after a specific breed of penguin.",4,3,1,1,1,1,1,2,2,2,1,3,2,1,1,1,1,4,1,2,2,1,1,1,1,"","","Control"
1006,1,1,10,1,2,2,3,NA,1,2,3,3,3,1,3,NA,3,4,72,1,1,1,1,50,50,60,50,50,50,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,4,2,3,3,5,5,"Rare penguins that were discovered a long time ago.",4,4,1,2,2,2,2,4,2,3,1,2,3,3,3,3,3,3,2,3,3,1,1,1,1,"","","Control"
2177,1,1,45,0,2,3,2,1,5,5,2,4,2,1,2,NA,3,4,72,1,0,0,0,80,90,90,90,90,70,2,2,2,3,1,4,5,1,4,6,2,4,2,2,2,1,1,4,2,4,2,1,2,2,2,3,4,4,5,"A explorer discovered a species of penguin that he named Adelie penguins after his his wife. They are described as small, all black with white bellies and they look like the cartoon character Pingu.",4,3,1,1,2,1,1,2,2,2,1,2,1,1,2,2,2,2,1,2,3,3,3,2,4,"I would not be opposed to it I think there can be benefits where people share similar backgrounds such as having similar beliefs and values. However I have lived in both a community with where everyone comes from the same racial background as well as a diverse community and I would rather be surrounded by people from different racial backgrounds and cultures because I think that we are able to learn so much from each other and it allows us to grow.","I did not really have much of a reaction to the commentary, I found it interesting ","Control"
806,1,1,14,0,3,4,4,NA,2,2,3,4,3,1,1,NA,3,3,72,0,0,0,0,50,50,50,50,50,50,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,4,2,5,5,4,5,"That it is better to have diversoty because it teaches us to do better",3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"I think it is fine if it is natural and not being forced","I think that that should be the ideal for this world","TreatmentC-ProDiversity"
1050,1,1,33,1,3,1,6,NA,1,2,2,3,5,1,4,NA,4,5,47,0,1,1,1,100,20,100,0,100,100,1,1,1,7,1,1,1,1,1,7,1,1,1,1,1,7,1,1,1,1,1,1,1,5,4,5,5,5,3,"People are tired of being judged by people who couldn’t walk 1mile in their shoes. People are tired of racism and wanna be treated equally.",3,5,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Honestly I feel we all should come together.I already live in a community of similar racial backgrounds.","Not surprising because this world is filled with so much hate and greed. ","TreatmentA-SoftSell"
751,1,1,5,1,4,5,2,NA,1,5,4,4,1,1,5,NA,5,2,72,1,0,0,0,80,80,0,100,80,0,1,1,7,2,5,2,5,4,7,2,3,6,3,3,7,2,3,5,5,4,5,1,2,5,2,4,4,4,4,"Diversity and Inclusion programs are established to try and make everything equal and give everybody in a meltin-pot some sort of presence, opportunity or atention.",3,1,5,4,5,2,1,4,4,2,3,5,4,5,5,5,3,4,5,4,5,4,4,4,4,"I am for this. Nothing worst than looking out the window and see some Ethnic behavior that does not fall within what is expected in America.","It is pure bullshit. Who cares about inclusion and representation. It is a failed modus operandi.","TreatmentC-ProDiversity"
609,1,1,39,0,4,7,1,1,4,3,4,7,1,1,5,NA,4,4,72,1,1,1,1,40,90,90,90,90,80,5,2,2,2,2,2,5,2,6,3,2,3,5,2,4,3,3,4,5,3,5,1,1,1,2,2,4,3,1,"Ethinic groups should stay together.",1,3,1,3,2,1,2,3,4,3,3,5,2,2,3,1,3,4,4,4,4,3,4,4,4,"","","TreatmentA-SoftSell"
851,1,1,10,0,2,4,2,NA,1,2,4,2,3,1,3,NA,1,4,72,1,1,0,0,40,50,40,40,40,40,4,3,4,4,4,4,5,3,5,4,3,5,4,5,4,4,4,4,4,3,2,1,2,4,2,2,4,4,5,"Policies meant to address inequality aren't actually helping because different people have different strengths and weakness so they should be with their own kind to uphold their values and lifestyles",1,2,2,1,4,1,2,4,2,2,1,4,3,4,3,1,5,2,2,4,5,2,2,2,2,"i don't care","","TreatmentA-SoftSell"
622,1,1,18,0,2,2,1,1,2,5,2,3,5,1,3,NA,3,5,72,0,0,0,0,60,70,100,20,100,80,2,2,1,6,1,1,3,3,4,5,1,2,2,1,1,4,2,2,1,1,1,1,2,1,2,3,5,5,5,"Diversity and immigration is an overall good thing. Honing into including these aspects can create a lot of added benefits.",3,4,1,1,1,1,1,3,2,1,1,4,1,1,1,1,1,1,3,1,2,1,2,2,5,"I would like the idea of it if I also share the same similar background of the people.","I agree with the commentary and believe that more diversity would be great.","TreatmentC-ProDiversity"
1684,1,1,34,0,4,1,1,0,2,2,3,3,4,1,3,NA,3,4,2,1,1,1,1,70,70,70,70,70,70,3,3,3,3,3,3,4,3,4,4,3,4,2,2,2,2,2,2,1,2,1,1,2,3,2,3,5,4,5,"It was a article talking about penguins",4,4,2,1,1,1,1,3,3,2,1,3,2,2,1,2,3,3,3,1,3,1,1,1,1,"It does not really matter to me.","It was really very interesting to me.","Control"
2410,1,1,33,0,2,7,2,0,2,5,4,3,5,1,5,NA,5,5,63,1,1,1,1,30,50,70,60,60,50,3,4,6,5,5,4,3,3,6,5,6,3,3,3,7,5,6,4,5,5,1,1,3,4,4,5,5,5,5,"racial discrimination really not a good thing to do",1,4,4,4,3,4,2,2,5,2,5,4,1,5,1,5,3,5,5,1,1,1,5,1,4,"","","TreatmentC-ProDiversity"
851,1,1,3,0,2,7,1,1,2,5,4,3,5,1,5,NA,4,4,72,1,1,1,1,30,30,100,10,20,40,3,5,1,3,5,5,3,3,3,3,6,5,3,3,3,3,3,3,4,3,1,1,3,4,1,4,5,2,5,"The government",3,3,2,5,1,2,1,4,2,2,4,4,2,5,2,5,2,1,4,1,2,5,1,4,1,"","","TreatmentC-ProDiversity"
945,1,1,48,0,2,5,1,1,4,5,4,3,4,1,4,NA,4,5,53,1,1,0,0,80,40,90,60,30,40,6,3,5,4,4,4,4,4,5,3,4,4,5,4,4,3,5,3,4,3,1,4,4,4,3,2,4,4,5,"Favorite Show, Reasons for Enjoyment, Notable Aspects",1,3,2,2,3,2,2,3,5,2,5,4,2,4,2,4,2,4,3,1,2,3,4,2,4,"The idea of living in a community where most people share similar racial backgrounds can evoke complex and varied feelings, depending on individual perspectives and experiences.","Balanced Perspective, Clarity & Depth","TreatmentC-ProDiversity"
685,1,1,49,0,2,5,4,NA,5,5,4,4,3,1,4,NA,4,4,54,1,1,0,0,70,70,70,70,70,70,1,1,2,2,1,2,3,2,3,3,2,2,2,1,4,4,2,3,3,3,3,1,1,4,3,4,3,2,5,"It is saying that everyone should be treat equally but also have the same opportunities as everyone else. ",3,2,1,2,2,3,2,2,3,2,3,2,3,4,3,3,3,3,3,3,2,2,3,3,2,"I think that it would be nice, a bit of a flash back from where I grew up. It would take some getting used to but not bad at all. ","I thought it was interesting.","TreatmentC-ProDiversity"
1418,1,1,33,0,5,1,1,1,2,3,1,3,5,1,2,NA,4,4,72,1,0,0,0,100,100,100,100,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,4,5,5,"What I just read was an opinion on why segregation would be good idea.",1,1,3,1,2,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,"The idea of living in a community where everyone shares the same racial back ground seems very boring and bland to me.","I was sadden by it. I grew up in NYC, downtown Manhattan in the 70s in a VERY diverse community. In elementary school we celebrated everything from the Chinese New Year to Jewish holidays, and yes some kids even had same sex parents. So for me to read that commentary, and with the current hateful policies of the Trump administration in play, America is headed down a very dark path.","TreatmentA-SoftSell"
