Duration,Finished,gender,age,pid7,ideo5,race,race_8_TEXT,race_commitment,citizenship,american_commitment,other_commitment,expert_mistrust1,expert_mistrust2,attention_check1,authoritarianism1,authoritarianism2,authoritarianism3,authoritarianism4,ethnocentrism_1,ethnocentrism_2,ethnocentrism_3,ethnocentrism_4,ethnocentrism_5,ethnocentrism_6,stereotype_lazy_1,stereotype_lazy_2,stereotype_lazy_3,stereotype_lazy_4,stereotype_lazy_5,stereotype_lazy_6,stereotype_violent_1,stereotype_violent_2,stereotype_violent_3,stereotype_violent_4,stereotype_violent_5,stereotype_violent_6,stereotype_unintelli_1,stereotype_unintelli_2,stereotype_unintelli_3,stereotype_unintelli_4,stereotype_unintelli_5,stereotype_unintelli_6,egalitarianism1,egalitarianism2,egalitarianism3,attention_check2,monitor1,monitor2,monitor3,anti-elitism1,anti-elitism2,anti-elitism3,attention_check3,mcheck_open,mcheck_closed,diversity1,diversity2,diversity3,diversity4,diversity5,diversity6,MC_cultural1,MC_cultural2,MC_cultural3,MC_cultural4,MC_social1,MC_social2,MC_social3,MC_social4,MC_diversitycons1,MC_diversitycons2,MC_diversitycons3,MC_diversitycons4,MC_equity1,MC_equity2,MC_equity3,MC_equity4,respondent_reaction,exp_condition
4385,1,1,1,3,1,4,,4,1,3,,2,4,5,1,0,0,0,100,100,100,70,100,100,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,3,2,4,4,5,It's saying that racial diversity in America has failed because there always be a constant fight for who are winners or losers in the POC community and that racism is basically part of an important discussion of superiority of certain groups. ,1,2,1,2,2,2,2,3,2,2,2,3,2,1,2,2,2,2,2,2,4,2,2,I feel like the reading made it seem like we are more divided than we actually are in the POC community and there definitely is a hierarchy among the different communities but its a hierarchical systems put against us and to separate/alienate us from each other. I feel like a lot of POC go through the same struggles in the this country even if we have all distinct customs and culture.,TreatmentB-HardSell
92411,1,0,1,1,2,7,,3,1,3,,1,4,5,0,0,1,0,50,50,70,70,50,50,5,4,6,3,4,5,5,4,5,3,4,5,4,4,5,3,3,5,4,2,3,1,2,2,2,2,4,2,5,"People should live with ""their own kind"" and people also have certain skills that others don't have",1,2,2,1,1,4,1,1,1,2,2,1,1,1,2,1,1,1,2,1,5,1,1,,TreatmentA-SoftSell
878,1,0,1,1,2,7,,1,1,3,,4,4,5,0,0,0,0,80,80,80,80,80,80,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,1,1,1,1,1,3,2,2,1,2,5,Different races have different sets of skills and conversations about that should not be considered racism. We should live in groups with our own race that have the same set of skills as us. ,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,I think it is crazy to think people of different races should stick to themselves and be separate. ,TreatmentA-SoftSell
3023,1,0,1,1,1,7,,1,1,3,,2,5,5,0,0,0,0,100,100,100,100,100,100,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,3,4,2,4,"Generally, the commentary argues that diversity is an unrealistic and/or unattractive goal, and that we would be better off if we were to live in distinct ethno-states. ",1,2,1,2,1,1,1,2,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,"I personally believe that advocating for ethno-states and the creation of these states would ultimately harm humanity. We ought to promote diversity of both culture and thought, and this would entirely eliminate the possibility of this. Democracy is improved by the existence of many different peoples and ideas, and without this, it only represents the needs of a relatively specific group of people; naturally, this is not ideal, and not beneficial for society as a whole. ",TreatmentB-HardSell
95598,1,1,1,5,3,7,,1,1,3,,2,5,5,1,1,0,1,70,70,70,70,70,70,3,1,3,3,2,2,3,2,4,4,3,4,2,1,4,3,3,5,2,2,1,1,3,5,3,4,4,2,5,The key point is that diversity is good because we can learn about there cultures and other things about their lives. They also say immigration is good because it brings in diversity.,3,1,1,1,1,5,3,1,1,1,1,3,2,1,3,2,1,2,3,4,2,4,4,I agreed that diversity can lead to equality.,TreatmentC-ProDiversity
437,1,0,1,3,2,7,,1,1,3,,3,4,5,0,1,0,0,50,50,50,50,50,50,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,4,1,1,3,4,4,1,4,1,5,A French explorer found the Adele Penguins and named them after his wife. They are the smallest species of penguins and resemble the cartoon character Pingu.,4,1,1,1,1,2,2,1,1,1,2,2,2,1,1,1,4,2,3,1,1,1,5,,Control
733,1,0,1,1,1,7,,1,1,2,,3,4,5,0,0,0,0,90,90,90,70,100,100,2,2,2,3,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,4,5,2,3,5,2,5,"'- diversity is beneficial for society 
- a lot can be learned by embracing diversity and interacting with those from different backgrounds
- when we fail to embrace diversity, it will negatively impact society ",3,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,I strongly agree with everything that was said!,TreatmentC-ProDiversity
779,1,1,1,4,3,8,White/Asian,1,1,3,,1,3,5,0,0,0,1,50,50,50,50,50,50,3,1,4,4,4,2,5,3,6,4,4,3,4,2,4,4,4,4,4,3,3,1,1,4,2,3,2,1,5,That immigration will continue and there would be less division within the country if different ethnic groups stayed within their groups rather than assimilating.,1,3,2,2,1,1,2,2,1,4,3,3,3,2,3,2,2,3,2,1,1,1,1,,TreatmentA-SoftSell
530,1,1,1,3,2,7,,3,1,2,,2,3,5,0,0,0,0,50,50,50,50,50,50,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,1,2,2,2,2,5,1,4,"An explorer discovered the Adelie penguins, who later served as the inspiration for the cartoon character Pingoo",4,2,1,1,1,3,2,2,1,2,2,1,2,1,2,2,2,5,3,4,4,3,2,I think penguins are cool,Control
113,0,0,1,1,1,7,,2,1,3,,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,0,0,1,4,1,7,,1,1,4,,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,0,1,1,3,3,4,,4,1,4,,5,5,5,0,0,1,0,30,60,90,100,50,90,2,1,6,5,1,1,6,5,6,5,1,2,3,1,5,1,1,5,1,3,1,1,2,4,2,3,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,TreatmentA-SoftSell
520,0,0,1,3,3,7,,4,1,5,,3,4,5,0,0,1,0,80,100,100,100,100,80,2,2,2,2,2,2,3,3,3,3,3,3,2,2,3,3,2,3,1,1,1,1,3,5,2,2,4,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,TreatmentA-SoftSell
816,1,0,1,3,3,7,,2,1,5,,3,4,5,1,1,0,0,40,100,100,100,100,100,3,1,2,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,3,1,1,2,2,1,1,4,4,5,"A man named a species of penguins after his wife Adele, they are small penguins weighing somewhere around 6-18 pounds. They are known for their eyes. ",4,3,1,2,1,3,4,2,1,2,1,3,2,3,3,4,2,2,4,1,1,1,1,,Control
8997,0,1,1,3,3,3,,5,1,5,,3,3,5,1,1,0,1,20,20,80,50,10,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,1,0,1,3,3,7,,1,1,3,,2,2,5,0,1,0,0,80,100,100,100,100,90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,1,4,5,4,4,2,3,5,"Inherently, there are differences amongst people of different races. Therefore, races should group together because of their shared understandings and culture. ",2,1,1,1,1,2,4,2,2,2,2,2,4,1,2,4,2,1,1,2,1,1,1,,TreatmentA-SoftSell
5214,0,0,1,2,2,7,,1,1,2,,1,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,0,0,1,2,2,2,,4,1,3,,1,5,5,1,1,0,0,100,100,80,20,100,100,1,1,4,7,1,1,2,1,4,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,1,0,1,2,2,2,,5,0,,5,2,3,5,1,1,0,0,80,90,80,40,90,100,1,1,4,4,4,2,4,5,5,5,3,5,1,1,2,2,3,2,1,1,2,1,3,3,2,3,4,3,5,"As the country develops, people will have more opportunities for racial equality, creating a more inclusive environment for everyone.",3,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,2,2,5,1,2,1,5,,TreatmentC-ProDiversity
507,1,1,1,4,3,7,,2,1,3,,2,4,5,1,1,0,0,90,90,90,90,90,90,2,2,2,2,2,2,5,3,5,3,3,5,3,3,3,3,3,3,1,1,1,1,2,4,4,2,4,2,5,"policies put into place to address racial inequality actually just end up making the gap between opportunities for people of certain races larger, having an adverse effect.",3,1,1,1,1,5,2,1,1,2,1,1,1,1,1,3,2,2,2,2,2,2,2,,TreatmentB-HardSell
933,1,0,1,1,2,7,,1,1,3,,2,2,5,0,0,0,0,100,100,100,100,100,100,2,2,2,2,2,2,2,2,2,3,2,2,3,2,3,3,3,3,2,1,1,1,2,1,2,2,2,2,5,Adélie penguins were discovered by a French explorer and were named after his wife and are the smallest species of penguins in the Antarctic. They are black with white feathers on their stomach and around their eyes.,4,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,4,1,2,1,1,1,1,I thought it was nice the explorer named the penguins after his wife.,Control
814,1,0,1,1,1,7,,3,1,1,,1,2,5,0,0,0,0,100,100,100,40,100,100,3,3,3,4,3,1,3,4,3,4,3,3,4,4,4,4,4,4,2,1,1,1,1,3,2,4,5,4,4,"Racial diversity and immigration enrich the culture of the United States, making us a more fair society with all the opportunities and experiences coming from different cultures.",3,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,5,2,3,1,1,1,1,I don’t understand why more people don’t think like this. ,TreatmentC-ProDiversity
831,1,1,1,1,2,7,,2,1,3,,3,4,5,0,0,0,0,100,100,100,100,100,100,3,2,3,3,3,1,2,2,5,5,2,2,3,2,4,5,5,5,1,1,2,1,3,4,2,3,4,1,5,This commentary talks about how diversity is essentially overrated and how policies meant to enhance diversity may actually limit equality.,1,1,1,1,1,3,2,1,1,1,1,2,2,1,2,2,2,3,3,2,1,2,1,,TreatmentA-SoftSell
108115,0,1,1,3,2,7,,2,1,4,,1,3,5,0,0,0,0,50,50,60,60,50,60,4,3,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,1,0,1,5,3,7,,2,1,4,,3,4,5,0,1,1,0,80,90,90,90,90,50,3,2,3,2,2,3,4,2,3,2,2,5,3,2,3,2,2,3,3,4,1,1,3,3,3,4,3,3,5,It talked about immigration and how everyone should live in their own entho-state to protect themselves and their cultures. ,2,2,3,2,3,4,3,3,2,4,4,4,4,1,3,4,3,3,4,2,3,4,4,,TreatmentB-HardSell
752,1,1,1,6,4,7,,2,1,4,,2,2,5,1,0,0,0,70,70,70,70,70,70,4,4,4,4,4,4,4,2,6,2,2,4,4,4,4,4,4,4,2,4,3,1,2,2,2,1,1,1,5,I dont remember,3,4,3,1,2,3,2,1,1,1,3,1,3,2,2,2,2,3,3,1,1,1,1,,TreatmentC-ProDiversity
410,1,1,1,7,5,7,,3,1,5,,2,4,5,1,1,1,1,50,60,70,90,100,60,2,2,6,6,2,2,5,2,6,5,2,2,1,3,5,2,3,2,5,4,4,1,3,3,2,1,1,1,5,Important of race,1,4,4,3,2,5,2,3,2,4,3,3,2,1,2,3,2,3,4,3,3,4,3,,Control
2636,1,1,1,4,1,7,,1,1,3,,1,2,5,0,0,0,0,100,100,100,100,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,2,2,4,2,"That racial, ethnic, and or cultural diversity is not admirable achievement, and it is in fact counterproductive for a society or country. That countries and societies should be racially and culturally homogenous and that categorizing that as racism is unfair. That racial diversity is at odds with equality.",1,1,1,5,1,2,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,"I thought it was a palatable, intellectualized, diluted form of racism. Using political speak and scholarly jargon to defend racism and advocate for ethnic, racial, and cultural unity which would have an outsized negative impact on communities of color.",TreatmentA-SoftSell
405,0,0,1,3,2,7,,1,1,1,,1,2,5,1,0,0,0,50,50,50,50,50,50,2,1,2,6,2,4,4,4,4,5,4,4,1,1,1,5,1,1,1,1,1,3,2,4,2,2,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,TreatmentB-HardSell
28951,1,0,1,2,2,7,,1,1,3,,2,4,5,0,0,0,0,100,100,100,100,100,100,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,2,1,1,3,1,3,3,1,5,"The commentator is very critical of diversity, feeling it would be better if society was homogenous. They believe that increased diversity dilutes culture and is against open immigration policies. ",2,1,1,1,1,1,2,1,1,1,1,1,2,1,3,3,3,1,3,1,1,1,1,,TreatmentB-HardSell
318414,0,0,1,1,1,7,,2,1,3,,2,2,5,0,0,0,0,70,80,90,10,80,80,1,1,1,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,1,0,1,4,1,8,Native American and Latino/ Hispanic,5,1,3,,2,5,5,1,0,0,0,100,100,100,60,100,100,1,1,4,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,1,3,5,5,Essentially what I read was a commentary about the belief held that racial domination has become an issue as every race has different strengths and weaknesses and they tend to gravitate towards other traits and jobs. Due to this held belief the commentator believes that immigrants and racial diversity is making this country worse due to the tension raised by in and out groups. ,1,1,2,1,1,3,1,3,1,1,1,1,1,1,2,4,2,2,1,1,3,2,1,,TreatmentA-SoftSell
199578,1,1,1,4,3,7,,3,1,5,,1,5,5,0,0,1,0,100,100,100,100,100,100,1,2,2,2,2,1,3,1,4,4,3,1,1,1,1,1,1,1,1,2,1,1,1,3,2,2,4,2,5,I read where the penguins were discovered and how they got their name. I read about them being described and what makes them stand out. ,4,5,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,2,I read it and found multiple ways to interpret it.,Control
105554,1,0,1,2,2,2,,3,1,4,,1,4,5,0,0,0,0,50,70,60,80,60,70,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,1,3,2,3,3,4,3,5,the inconsistencies between different races.,1,2,1,2,2,3,2,2,2,2,2,2,2,2,2,4,3,3,3,2,2,2,4,,TreatmentB-HardSell
608,1,0,1,1,1,7,,2,1,2,,1,2,5,0,1,0,0,60,60,60,60,60,60,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,1,2,2,1,1,4,2,3,5,2,5,Policies increasing racial diversity benefit the country as a whole. All groups of people have something different to bring to the table.,3,1,2,2,1,2,1,3,1,1,2,1,1,1,2,4,2,2,3,1,1,1,1,I agreed with it,TreatmentC-ProDiversity
908,1,0,1,3,3,7,,2,1,4,,2,5,5,0,0,0,1,80,90,90,90,90,90,2,1,5,5,4,2,4,4,5,4,4,5,3,1,5,5,4,6,3,2,2,1,2,2,1,5,3,2,5,The commentary basically included that the ideal society is one where racial diversity/diversity in general is flourishing. It is one where equal opportunities are pursued by all for the greater good. ,3,1,1,1,1,4,4,1,1,1,1,5,2,2,1,4,3,3,4,1,1,1,1,,TreatmentC-ProDiversity
1145,1,0,1,1,2,7,,2,1,3,,1,2,5,0,0,0,0,90,90,80,70,90,80,2,2,3,3,3,2,3,1,3,2,1,2,2,1,3,3,2,2,1,2,2,1,2,3,2,1,4,4,4,"There is a hierarchy of racial groups, with some inferior to others. There are also biological differences between the groups. There should be separate ethno-states for the different racial groups.",2,1,1,1,1,1,1,2,2,2,1,2,1,3,1,4,4,2,3,1,1,1,1,"My first thought, pardon my language, was what the fuck, followed by what the fuck am I reading. Reading it made me angry because it's just not true. There are no biological differences between races, it's just a difference in the amount of melatonin someone has. It was aggravating to read.",TreatmentB-HardSell
1303,1,0,1,1,2,8,Indian,4,1,4,,2,2,5,1,0,0,0,90,90,80,80,90,100,3,3,3,4,3,2,4,3,4,4,4,4,3,3,3,3,3,3,2,1,1,1,2,3,2,2,1,4,5,"A Frenchman discovered a species of penguins and named them after his wife. The penguins are characterized by their black bodies, white bellies, and the white ring around their dark irises in their eyes.",4,1,3,1,1,2,1,1,1,2,1,2,3,2,2,4,2,3,2,5,2,1,1,"The commentary seemed largely objective, so I had little to no reaction to it. ",Control
2724,1,1,1,3,2,7,,1,1,3,,1,4,5,1,0,0,0,90,90,90,90,90,90,2,1,3,2,2,1,2,1,2,2,1,1,3,1,3,2,3,3,1,1,1,1,2,4,4,3,4,1,5,"There is a battle going on and it involves race and the struggles each race fair, specifically how some races are put at a greater disadvantage. ",3,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,"I didn't react in a specific kind of way, I am educated on the topics many of these questions are asking about and have my strong personal options already.",TreatmentA-SoftSell
920,1,1,1,7,5,7,,3,1,5,,4,4,5,0,1,0,1,40,60,50,80,50,20,4,3,4,3,3,6,5,3,5,3,4,6,4,2,4,3,4,5,3,4,4,1,2,4,2,1,2,4,5,Diversity enriches the life of everyone. Providing the same opportunities for all makes our society stronger. ,3,4,3,2,2,4,4,3,2,5,4,4,4,3,3,4,4,4,3,4,4,4,4,,TreatmentC-ProDiversity
416,1,1,1,5,4,7,,1,1,3,,3,4,5,1,0,1,0,100,100,100,100,100,100,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,1,2,2,2,3,4,3,5,"I read about the smallest penguin type in the Antarctic, and what they look like.",4,3,3,2,1,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,,Control
838,1,0,1,5,4,7,,3,1,4,,2,4,5,1,1,1,0,80,80,80,80,80,60,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,1,4,2,2,1,2,1,5,Diversity is going to continue and that focusing on racism is not helping. If people want to conserve their culture they should stay in their own group.,2,1,1,1,1,2,3,2,1,2,2,1,2,2,2,2,1,2,3,1,1,2,1,I think some of the questions should have been more specific such as the immigrant ones. ,TreatmentB-HardSell
4428,1,1,1,4,1,3,,5,0,,1,1,2,5,1,1,0,0,50,50,100,50,50,50,1,3,1,3,1,1,1,3,1,3,1,1,3,1,2,2,4,4,1,1,1,1,2,2,1,4,5,5,5,"Increasing racial diversity has led to group domination – where one group dominates over all the others – because of racial groups tendencies to participate in differing activities/professions. Because of this, groups should live and stay to themselves and strive in the main sector of whatever the racial group chooses.",1,1,1,1,1,5,4,1,1,1,1,1,1,1,1,4,1,4,2,1,1,1,1,"I think that the idea that different racial groups have tendencies toward different things is very true, but I don't find that to be a reasonable justification for essentially segregating racial groups because of that. I'm not going to pretend as if I have an adequate answer to solve this – I don't have the sociological or economic background to effectively give an answer – but I think one of the hallmarks of America is the melting pot that is American culture, and moving toward homogeneity irreversibly damages said culture. I think the effective solution lies somewhere in finding a way to extend opportunities that certain racial group(s) have to others that don't – maybe DEI, maybe Affirmative Action, I'm not sure exactly what the solution is – but I think ideas like those provide a good framework for the eventual solution.",TreatmentA-SoftSell
907,1,1,1,4,4,7,,3,1,5,,1,2,5,1,0,1,0,50,50,60,40,50,50,3,3,3,3,3,2,5,2,5,5,6,4,4,4,4,4,4,4,4,3,2,1,2,5,4,1,2,1,5,The key points of the commentary were distinctions between two different species of penguin with particular attention to characteristics in their eyes.,4,1,1,1,1,1,1,3,1,4,2,1,1,1,1,2,1,2,2,2,2,2,2,I didn’t really have one. I genuinely read it as biographical information about penguins.,Control
674,1,0,1,5,3,7,,2,1,4,,3,2,4,0,1,0,0,20,80,60,90,90,20,4,2,5,4,4,2,5,2,6,4,2,5,4,2,5,4,3,5,2,2,2,1,1,2,1,4,4,3,5,The key points I believe were that people will push back against diversity and try to make immigrants blend in so the best way to handle this is to separate into the diversity groups to continue the culture and cherish diversity,1,2,1,1,1,1,2,2,1,4,2,2,2,2,3,2,2,4,4,2,2,2,2,,TreatmentA-SoftSell
960,1,0,1,4,1,5,,5,1,5,,2,5,5,0,1,0,0,100,100,100,100,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,1,1,1,5,Diversity in a society allows for better articulated political views that reflect society,3,3,3,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,3,3,3,3,I agreed with it,TreatmentC-ProDiversity
569,1,0,1,4,2,7,,2,1,3,,1,1,5,0,0,0,0,100,100,100,100,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,3,1,2,4,5,The writer thinks that diversity didn’t end up going well,3,1,2,1,1,4,1,2,1,2,1,2,3,1,3,1,1,1,3,1,1,1,1,,TreatmentB-HardSell
480,1,0,1,3,2,7,,2,1,4,,3,4,5,1,0,0,0,50,50,50,50,50,40,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,1,3,2,1,1,1,2,1,2,2,5,about how a small penguins name came to be and the coloring of it. ,4,3,1,1,2,2,2,3,1,2,2,2,2,1,3,2,1,3,3,3,3,4,4,I personally was not entirely phased by it and just found it to be more interesting than anything. ,Control
876,1,0,1,6,4,7,,2,1,5,,2,4,5,0,1,1,0,50,50,80,100,80,50,1,1,1,1,1,1,4,4,4,4,4,4,3,3,4,3,3,4,1,1,1,1,2,1,1,4,5,2,5,The key points of the commentary were that we should focus on being inclusive and fostering togetherness as a country. It is better to have a lot of diversity because it brings us closer together and we can learn about other cultures. ,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,1,2,4,4,4,4,"I was unsure how to answer the last couple of questions about immigrants because of whether or not they were considered illegal. If they were illegal immigrants then my answers hold true, but if they were immigrants who came here legally then my answers would be different. Otherwise, I don't have any further commentary on the other questions. ",TreatmentC-ProDiversity
521,1,1,1,1,1,7,,2,1,3,,1,1,5,0,0,0,0,50,50,50,40,50,60,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,1,1,1,1,3,3,2,1,2,1,5,"While diversity will continue to increase due to immigration, some people have different cultures and ways of life that incline them towards different outcomes and behaviors, and some ways of life weaken our culture and are irreconcilable, and people are better off living within their own in-groups and cultures with their own ways of life.",1,1,1,1,1,2,4,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,"I thought it was clearly racist and while it might have had something interesting to say about the nuances of diversity in the beginning, it totally gave itself away at the end when it said people were better off living amongst their own people and used the phrase ""our culture"".",TreatmentA-SoftSell
528,1,0,1,3,3,7,,2,1,4,,2,4,5,0,0,0,0,80,80,80,80,80,70,3,3,3,3,2,1,5,3,3,3,2,5,2,1,5,3,3,3,2,2,1,1,3,2,3,4,5,1,5,political states should only be made up of people of one race.,2,1,1,2,1,2,3,2,1,4,2,2,1,2,2,3,2,3,4,2,2,2,2,I thought it was kind of ignorant.,TreatmentB-HardSell
704,1,0,1,1,2,7,,3,1,3,,1,5,5,0,0,0,0,100,100,100,80,100,100,1,1,1,2,1,1,1,1,1,6,1,1,1,1,1,5,1,1,1,1,1,1,1,1,2,5,5,4,5,"They believe that races should live in separate factions. The statement seems to promote scientific racism, as they believe there are biological differences between races. They also believe that ""others"", probably meaning immigrants are replacing Americans.  ",2,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,TreatmentB-HardSell
15773,1,0,1,1,2,7,,2,1,2,,1,5,5,0,0,0,0,100,100,100,100,100,100,4,4,4,4,4,4,4,1,4,4,4,5,4,4,4,4,4,4,2,1,1,1,2,3,2,4,5,4,5,Policies are put into place to bridge the gap between racial inequalities and make opportunities available to everyone. ,3,1,3,1,1,4,3,1,1,3,1,1,1,1,1,2,2,2,4,1,5,1,1,,TreatmentC-ProDiversity
1104,1,1,1,4,2,7,,2,1,4,,1,4,5,0,0,0,0,100,100,100,60,100,100,2,2,2,5,4,1,3,4,6,5,4,4,2,2,5,5,6,5,2,3,5,1,2,3,2,2,4,1,5,"A French explorer discovered a new species of penguins and named them after his wife. The penguins had a black head, back and throat with snow-like white feathers on their stomach. Their eyes had a black iris surrounded by a white ring. ",4,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,4,2,3,1,1,1,1,"I thought it was simply about penguins although given the context of this survey I felt there could have been underlying narratives at play. After I read the commentary, I thought there could've been a theme of imperialism or cultural appropriation, but nothing really stood out to me. ",Control
882,1,1,1,2,2,7,,1,1,2,,2,3,5,0,0,0,0,90,90,90,80,80,80,3,2,3,4,3,1,4,3,4,4,3,4,3,3,4,4,4,4,1,2,2,1,1,2,2,4,4,1,5,The commentator seemed to feel that diversity is a weakness and that different cultural groups are better left separate and that voicing such an opinion would generally be regarded as racism while the commentator thinks it shouldn't be. ,1,2,1,2,1,1,1,2,1,2,2,1,1,1,3,1,2,1,2,1,1,1,1,I felt pretty against what the commentary was advocating for because I feel a larger group of various perspectives and thought processes to be more beneficial then the conflict that may arise from those differences. ,TreatmentA-SoftSell
1305,1,0,1,5,3,7,,1,1,3,,2,5,5,1,0,0,0,50,50,50,50,50,50,2,2,2,2,2,1,2,1,2,3,2,3,4,2,4,4,4,2,4,2,4,1,2,2,2,4,2,2,5,"The Adelie penguins were named after the wife of the man who discovered them. They have fuzzy black feathers and white feathers on their head, like Pengu. They are the smallest penguins.",4,1,1,1,1,3,2,2,1,4,2,2,2,3,2,2,2,4,3,1,1,1,1,,Control
479,1,1,1,5,3,2,,4,1,4,,2,4,5,0,0,1,1,30,50,30,60,40,60,2,2,5,4,4,2,5,2,6,4,3,2,3,2,5,3,3,3,3,4,2,1,4,5,4,4,4,2,5,The author thinks that the mixing of races and cultures is a negative thing. He wants to separate the races and cultures into their own states. He thinks that diversity has caused more issues than non-diversity.,2,2,2,1,1,3,2,2,2,2,2,4,1,2,2,2,3,2,3,1,1,2,1,"I thought it was quite racist and wrong. Cultural diversity is an amazing thing, and mixing is much better than being separate. A fusion of cultures is a beautiful thing, not a bad thing, and racial diversity is fantastic.",TreatmentB-HardSell
619,1,1,1,5,3,7,,1,1,4,,3,4,5,0,0,1,0,50,50,50,50,50,50,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,3,4,2,1,4,3,5,"In this commentary, the writer discussed the topic of diversity in society, where discussion may or may not be needed based on political viewpoints on the subject of if immigrants make an impact.",3,3,3,4,2,4,3,3,2,5,3,3,4,1,3,5,5,4,3,3,3,3,3,N/A,TreatmentA-SoftSell
413,1,0,1,5,4,2,,4,1,4,,2,4,5,1,1,1,0,40,90,50,50,50,90,3,2,4,4,3,1,5,2,5,5,3,2,3,2,4,4,2,2,3,3,3,1,2,2,2,4,4,2,5,"Racial diversity and immigration is beneficial to our country and its goals, not harmful. ",3,2,2,1,1,4,2,1,1,1,1,1,1,1,2,2,2,2,2,3,1,1,2,,TreatmentC-ProDiversity
555,1,1,1,3,2,2,,3,1,3,,3,4,5,0,0,0,0,50,90,80,40,60,70,3,3,3,3,3,3,4,2,3,5,3,4,3,3,3,3,3,3,1,2,1,1,2,2,2,2,3,3,5,We should not focus on assimilation or assuming that people of different racial/ethnic backgrounds will be inclined towards similar lifestyles.,1,3,1,2,1,3,2,2,1,3,2,2,2,1,2,1,1,1,2,2,2,2,2,I hated it.,TreatmentA-SoftSell
814,1,0,1,1,2,3,,5,1,5,,1,4,5,1,0,0,0,70,70,100,60,80,70,2,2,2,2,2,2,3,1,2,4,3,3,2,1,1,3,3,3,1,1,2,1,2,5,3,1,4,4,5,"Essentially this said that people should live in segregated ethno-states to ""preserve their way of life"". This also says that some people are inferior to others and that racial diversity is not helpful to us and is actually harmful",1,1,1,1,1,4,2,1,1,2,1,1,2,1,2,4,2,2,3,2,2,2,2,I think it was abhorrent and denigrates the literal foundation of diversity that our country was founded on.,TreatmentB-HardSell
